Date,Security_Type,Symbol,Side,Quantity,Available_Qty,Close_Price,Market_Value,Floating_PnL,Avg_Open_Price,Avg_Position_Price,Margin,Daily_PnL,Today_Lots,PnL_Ratio,Position_Weight
2024-04-15,Stock,中国中免(601888.XSHG),Long,2200Shares,0Shares,77.33,170126,3938,75.54,-,0,3938,2200Shares,2.37%,227936.5,74.64%
2024-04-15,,Cash,,,,,2083.5,,,,,,,,0
2024-04-16,Stock,安克创新(300866.XSHE),Long,700Shares,700Shares,80.05,56035,2835,76,-,0,308,0Shares,5.33%,224988.5,24.91%
2024-04-16,Stock,中国中免(601888.XSHG),Long,2200Shares,2200Shares,75.85,166870,682,75.54,-,0,-3256,0Shares,0.41%,224988.5,74.17%
2024-04-16,,Cash,,,,,2083.5,,,,,,,,0
2024-04-17,Stock,安克创新(300866.XSHE),Long,700Shares,700Shares,81.66,57162,3962,76,-,0,1127,0Shares,7.45%,229122.5,24.95%
2024-04-17,Stock,中国中免(601888.XSHG),Long,2200Shares,2200Shares,77.17,169774,3586,75.54,-,0,2904,0Shares,2.16%,229122.5,74.1%
2024-04-17,Stock,东方精工(002611.XSHE),Long,300Shares,0Shares,6.3,1890,108,5.94,-,0,108,300Shares,6.06%,229122.5,0.82%
2024-04-17,,Cash,,,,,296.5,,,,,,,,0
2024-04-18,Stock,安克创新(300866.XSHE),Long,700Shares,700Shares,85,59500,6300,76,-,0,2338,0Shares,11.84%,229776.5,25.89%
2024-04-18,Stock,中国中免(601888.XSHG),Long,2200Shares,2200Shares,76.41,168102,1914,75.54,-,0,-1672,0Shares,1.15%,229776.5,73.16%
2024-04-18,Stock,东方精工(002611.XSHE),Long,300Shares,300Shares,6.26,1878,96,5.94,-,0,-12,0Shares,5.39%,229776.5,0.82%
2024-04-18,,Cash,,,,,296.5,,,,,,,,0
2024-04-19,Stock,安克创新(300866.XSHE),Long,700Shares,700Shares,82.85,57995,4795,76,-,0,-1505,0Shares,9.01%,219754.75,26.39%
2024-04-19,Stock,东方精工(002611.XSHE),Long,300Shares,300Shares,6.21,1863,81,5.94,-,0,-15,0Shares,4.55%,219754.75,0.85%
2024-04-19,,Cash,,,,,159896.75,,,,,,,,0
2024-04-22,Stock,安克创新(300866.XSHE),Long,700Shares,700Shares,83.48,58436,5236,76,-,0,441,0Shares,9.84%,220174.75,26.54%
2024-04-22,Stock,东方精工(002611.XSHE),Long,300Shares,300Shares,6.14,1842,60,5.94,-,0,-21,0Shares,3.37%,220174.75,0.84%
2024-04-22,,Cash,,,,,159896.75,,,,,,,,0
2024-04-23,Stock,安克创新(300866.XSHE),Long,700Shares,700Shares,83.76,58632,5432,76,-,0,196,0Shares,10.21%,222734.05,26.32%
2024-04-23,Stock,东方精工(002611.XSHE),Long,300Shares,300Shares,6.39,1917,135,5.94,-,0,75,0Shares,7.58%,222734.05,0.86%
2024-04-23,Stock,三夫户外(002780.XSHE),Long,14600Shares,0Shares,11.05,161330,2336,10.89,-,0,2336,14600Shares,1.47%,222734.05,72.43%
2024-04-23,,Cash,,,,,855.05,,,,,,,,0
2024-04-24,Stock,东方精工(002611.XSHE),Long,300Shares,300Shares,6.41,1923,141,5.94,-,0,6,0Shares,7.91%,229120.99,0.84%
2024-04-24,Stock,三夫户外(002780.XSHE),Long,14600Shares,14600Shares,11.5,167900,8906,10.89,-,0,6570,0Shares,5.6%,229120.99,73.28%
2024-04-24,Stock,格林美(002340.XSHE),Long,100Shares,0Shares,5.96,596,11,5.85,-,0,11,100Shares,1.88%,229120.99,0.26%
2024-04-24,,Cash,,,,,58701.99,,,,,,,,0
2024-04-25,Stock,东方精工(002611.XSHE),Long,300Shares,300Shares,6.35,1905,123,5.94,-,0,-18,0Shares,6.9%,229248.99,0.83%
2024-04-25,Stock,三夫户外(002780.XSHE),Long,14600Shares,14600Shares,11.51,168046,9052,10.89,-,0,146,0Shares,5.69%,229248.99,73.3%
2024-04-25,Stock,格林美(002340.XSHE),Long,100Shares,100Shares,5.96,596,11,5.85,-,0,0,0Shares,1.88%,229248.99,0.26%
2024-04-25,,Cash,,,,,58701.99,,,,,,,,0
2024-04-26,Stock,东方精工(002611.XSHE),Long,300Shares,300Shares,6.41,1923,141,5.94,-,0,18,0Shares,7.91%,233604.66,0.82%
2024-04-26,Stock,三夫户外(002780.XSHE),Long,14600Shares,14600Shares,11.7,170820,11826,10.89,-,0,2774,0Shares,7.44%,233604.66,73.12%
2024-04-26,Stock,格林美(002340.XSHE),Long,100Shares,100Shares,6.23,623,38,5.85,-,0,27,0Shares,6.5%,233604.66,0.27%
2024-04-26,Stock,华友钴业(603799.XSHG),Long,2100Shares,0Shares,28.25,59325,1554,27.51,-,0,1554,2100Shares,2.69%,233604.66,25.4%
2024-04-26,,Cash,,,,,913.66,,,,,,,,0
2024-04-29,Stock,三夫户外(002780.XSHE),Long,14600Shares,14600Shares,12.27,179142,20148,10.89,-,0,8322,0Shares,12.67%,243707,73.51%
2024-04-29,Stock,华友钴业(603799.XSHG),Long,2100Shares,2100Shares,29.05,61005,3234,27.51,-,0,1680,0Shares,5.6%,243707,25.03%
2024-04-29,,Cash,,,,,3560,,,,,,,,0
2024-04-30,Stock,三夫户外(002780.XSHE),Long,14600Shares,14600Shares,11.04,161184,2190,10.89,-,0,-17958,0Shares,1.38%,224579.11,71.77%
2024-04-30,,Cash,,,,,63395.11,,,,,,,,0
2024-05-06,Stock,三夫户外(002780.XSHE),Long,14600Shares,14600Shares,11.22,163812,4818,10.89,-,0,2628,0Shares,3.03%,227207.11,72.1%
2024-05-06,,Cash,,,,,63395.11,,,,,,,,0
2024-05-07,Stock,三夫户外(002780.XSHE),Long,14600Shares,14600Shares,11.35,165710,6716,10.89,-,0,1898,0Shares,4.22%,229105.11,72.33%
2024-05-07,,Cash,,,,,63395.11,,,,,,,,0
2024-05-08,,Cash,,,,,231076.84,,,,,,,,0
2024-05-09,,Cash,,,,,231076.84,,,,,,,,0
2024-05-10,,Cash,,,,,231076.84,,,,,,,,0
2024-05-13,,Cash,,,,,231076.84,,,,,,,,0
2024-05-14,Stock,盛弘股份(300693.XSHE),Long,8600Shares,0Shares,27.06,232716,3526,26.65,-,0,3526,8600Shares,1.54%,234534.08,99.22%
2024-05-14,,Cash,,,,,1818.08,,,,,,,,0
2024-05-15,Stock,盛弘股份(300693.XSHE),Long,8600Shares,8600Shares,27.39,235554,6364,26.65,-,0,2838,0Shares,2.78%,237372.08,99.23%
2024-05-15,,Cash,,,,,1818.08,,,,,,,,0
2024-05-16,Stock,盛弘股份(300693.XSHE),Long,8600Shares,8600Shares,26.9,231340,2150,26.65,-,0,-4214,0Shares,0.94%,233158.08,99.22%
2024-05-16,,Cash,,,,,1818.08,,,,,,,,0
2024-05-17,Stock,盛弘股份(300693.XSHE),Long,8600Shares,8600Shares,27.03,232458,3268,26.65,-,0,1118,0Shares,1.43%,234276.08,99.22%
2024-05-17,,Cash,,,,,1818.08,,,,,,,,0
2024-05-20,Stock,盛弘股份(300693.XSHE),Long,8600Shares,8600Shares,26.78,230308,1118,26.65,-,0,-2150,0Shares,0.49%,232153.08,99.21%
2024-05-20,Stock,华能国际(600011.XSHG),Long,200Shares,0Shares,8.96,1792,32,8.8,-,0,32,200Shares,1.82%,232153.08,0.77%
2024-05-20,,Cash,,,,,53.08,,,,,,,,0
2024-05-21,Stock,盛弘股份(300693.XSHE),Long,8600Shares,8600Shares,26.3,226180,-3010,26.65,-,0,-4128,0Shares,-1.31%,228011.08,99.2%
2024-05-21,Stock,华能国际(600011.XSHG),Long,200Shares,200Shares,8.89,1778,18,8.8,-,0,-14,0Shares,1.02%,228011.08,0.78%
2024-05-21,,Cash,,,,,53.08,,,,,,,,0
2024-05-22,Stock,盛弘股份(300693.XSHE),Long,8600Shares,8600Shares,26.87,231082,1892,26.65,-,0,4902,0Shares,0.83%,232917.08,99.21%
2024-05-22,Stock,华能国际(600011.XSHG),Long,200Shares,200Shares,8.91,1782,22,8.8,-,0,4,0Shares,1.25%,232917.08,0.77%
2024-05-22,,Cash,,,,,53.08,,,,,,,,0
2024-05-23,Stock,盛弘股份(300693.XSHE),Long,8600Shares,8600Shares,26.1,224460,-4730,26.65,-,0,-6622,0Shares,-2.06%,226259.08,99.2%
2024-05-23,Stock,华能国际(600011.XSHG),Long,200Shares,200Shares,8.73,1746,-14,8.8,-,0,-36,0Shares,-0.8%,226259.08,0.77%
2024-05-23,,Cash,,,,,53.08,,,,,,,,0
2024-05-24,Stock,盛弘股份(300693.XSHE),Long,8600Shares,8600Shares,26.05,224030,-5160,26.65,-,0,-430,0Shares,-2.25%,225869.08,99.19%
2024-05-24,Stock,华能国际(600011.XSHG),Long,200Shares,200Shares,8.93,1786,26,8.8,-,0,40,0Shares,1.48%,225869.08,0.79%
2024-05-24,,Cash,,,,,53.08,,,,,,,,0
2024-05-27,Stock,盛弘股份(300693.XSHE),Long,8600Shares,8600Shares,26.94,231684,2494,26.65,-,0,7654,0Shares,1.09%,233570.24,99.19%
2024-05-27,,Cash,,,,,1886.24,,,,,,,,0
2024-05-28,Stock,盛弘股份(300693.XSHE),Long,8600Shares,8600Shares,26.72,229792,602,26.65,-,0,-1892,0Shares,0.26%,231678.24,99.19%
2024-05-28,,Cash,,,,,1886.24,,,,,,,,0
2024-05-29,Stock,盛弘股份(300693.XSHE),Long,8600Shares,8600Shares,27.04,232544,3354,26.65,-,0,2752,0Shares,1.46%,234430.24,99.2%
2024-05-29,,Cash,,,,,1886.24,,,,,,,,0
2024-05-30,Stock,盛弘股份(300693.XSHE),Long,8600Shares,8600Shares,26.67,229362,172,26.65,-,0,-3182,0Shares,0.08%,231248.24,99.18%
2024-05-30,,Cash,,,,,1886.24,,,,,,,,0
2024-05-31,Stock,盛弘股份(300693.XSHE),Long,8600Shares,8600Shares,26.18,225148,-4042,26.65,-,0,-4214,0Shares,-1.76%,227034.24,99.17%
2024-05-31,,Cash,,,,,1886.24,,,,,,,,0
2024-06-03,,Cash,,,,,221330.59,,,,,,,,0
2024-06-04,,Cash,,,,,221330.59,,,,,,,,0
2024-06-05,,Cash,,,,,221330.59,,,,,,,,0
2024-06-06,,Cash,,,,,221330.59,,,,,,,,0
2024-06-07,,Cash,,,,,221330.59,,,,,,,,0
2024-06-11,,Cash,,,,,221330.59,,,,,,,,0
2024-06-12,,Cash,,,,,221330.59,,,,,,,,0
2024-06-13,,Cash,,,,,221330.59,,,,,,,,0
2024-06-14,Stock,中远海控(601919.XSHG),Long,14400Shares,0Shares,15.21,219024,-864,15.27,-,0,-864,14400Shares,-0.39%,220400.63,99.38%
2024-06-14,,Cash,,,,,1376.63,,,,,,,,0
2024-06-17,Stock,中远海控(601919.XSHG),Long,14400Shares,14400Shares,15.02,216288,-3600,15.27,-,0,-2736,0Shares,-1.64%,217664.63,99.37%
2024-06-17,,Cash,,,,,1376.63,,,,,,,,0
2024-06-18,Stock,中远海控(601919.XSHG),Long,14400Shares,14400Shares,15.57,224208,4320,15.27,-,0,7920,0Shares,1.96%,225584.63,99.39%
2024-06-18,,Cash,,,,,1376.63,,,,,,,,0
2024-06-19,Stock,中远海控(601919.XSHG),Long,14400Shares,14400Shares,15.58,224352,4464,15.27,-,0,144,0Shares,2.03%,225728.63,99.39%
2024-06-19,,Cash,,,,,1376.63,,,,,,,,0
2024-06-20,Stock,中远海控(601919.XSHG),Long,14400Shares,14400Shares,16.03,230832,14256,15.04,-,0,9792,0Shares,6.58%,234858.23,98.29%
2024-06-20,,Cash,,,,,4026.23,,,,,,,,0
2024-06-21,Stock,中远海控(601919.XSHG),Long,14400Shares,14400Shares,16.05,231120,14544,15.04,-,0,288,0Shares,6.72%,235117.23,98.3%
2024-06-21,Stock,盛弘股份(300693.XSHE),Long,100Shares,0Shares,22.68,2268,-24,22.92,-,0,-24,100Shares,-1.05%,235117.23,0.96%
2024-06-21,,Cash,,,,,1729.23,,,,,,,,0
2024-06-24,Stock,中远海控(601919.XSHG),Long,14400Shares,14400Shares,15.63,225072,8496,15.04,-,0,-6048,0Shares,3.92%,228992.03,98.29%
2024-06-24,,Cash,,,,,3920.03,,,,,,,,0
2024-06-25,Stock,中远海控(601919.XSHG),Long,14400Shares,14400Shares,15.52,223488,6912,15.04,-,0,-1584,0Shares,3.19%,227408.03,98.28%
2024-06-25,,Cash,,,,,3920.03,,,,,,,,0
2024-06-26,Stock,中远海控(601919.XSHG),Long,14400Shares,14400Shares,15.49,223056,6480,15.04,-,0,-432,0Shares,2.99%,226976.03,98.27%
2024-06-26,,Cash,,,,,3920.03,,,,,,,,0
2024-06-27,Stock,中远海控(601919.XSHG),Long,14400Shares,14400Shares,15.02,216288,-288,15.04,-,0,-6768,0Shares,-0.13%,220208.03,98.22%
2024-06-27,,Cash,,,,,3920.03,,,,,,,,0
2024-06-28,Stock,中远海控(601919.XSHG),Long,14400Shares,14400Shares,15.49,223056,6480,15.04,-,0,6768,0Shares,2.99%,226976.03,98.27%
2024-06-28,,Cash,,,,,3920.03,,,,,,,,0
2024-07-01,Stock,中远海控(601919.XSHG),Long,14400Shares,14400Shares,15.82,227808,11232,15.04,-,0,4752,0Shares,5.19%,231728.03,98.31%
2024-07-01,,Cash,,,,,3920.03,,,,,,,,0
2024-07-02,Stock,中远海控(601919.XSHG),Long,14400Shares,14400Shares,16.05,231120,14544,15.04,-,0,3312,0Shares,6.72%,235040.03,98.33%
2024-07-02,,Cash,,,,,3920.03,,,,,,,,0
2024-07-03,Stock,中远海控(601919.XSHG),Long,14400Shares,14400Shares,15.47,222768,6192,15.04,-,0,-8352,0Shares,2.86%,226688.03,98.27%
2024-07-03,,Cash,,,,,3920.03,,,,,,,,0
2024-07-04,Stock,中远海控(601919.XSHG),Long,14400Shares,14400Shares,15.53,223632,7056,15.04,-,0,864,0Shares,3.26%,227552.03,98.28%
2024-07-04,,Cash,,,,,3920.03,,,,,,,,0
2024-07-05,Stock,中远海控(601919.XSHG),Long,14400Shares,14400Shares,15.33,220752,4176,15.04,-,0,-2880,0Shares,1.93%,224672.03,98.26%
2024-07-05,,Cash,,,,,3920.03,,,,,,,,0
2024-07-08,,Cash,,,,,211585.71,,,,,,,,0
2024-07-09,Stock,中国中免(601888.XSHG),Long,3300Shares,0Shares,63.15,208395,264,63.07,-,0,264,3300Shares,0.13%,211787.27,98.4%
2024-07-09,,Cash,,,,,3392.27,,,,,,,,0
2024-07-10,Stock,中国中免(601888.XSHG),Long,3300Shares,3300Shares,63.35,209055,924,63.07,-,0,660,0Shares,0.44%,212447.27,98.4%
2024-07-10,,Cash,,,,,3392.27,,,,,,,,0
2024-07-11,,Cash,,,,,222227.42,,,,,,,,0
2024-07-12,,Cash,,,,,222227.42,,,,,,,,0
2024-07-15,Stock,华能国际(600011.XSHG),Long,25800Shares,0Shares,8.82,227556,5418,8.61,-,0,5418,25800Shares,2.44%,227578.78,99.99%
2024-07-15,,Cash,,,,,22.78,,,,,,,,0
2024-07-16,Stock,华能国际(600011.XSHG),Long,25800Shares,25800Shares,8.8,227040,4902,8.61,-,0,-516,0Shares,2.21%,227062.78,99.99%
2024-07-16,,Cash,,,,,22.78,,,,,,,,0
2024-07-17,Stock,华能国际(600011.XSHG),Long,25800Shares,25800Shares,8.59,221622,-516,8.61,-,0,-5418,0Shares,-0.23%,221644.78,99.99%
2024-07-17,,Cash,,,,,22.78,,,,,,,,0
2024-07-18,Stock,华能国际(600011.XSHG),Long,25800Shares,25800Shares,8.76,226008,3870,8.61,-,0,4386,0Shares,1.74%,226030.78,99.99%
2024-07-18,,Cash,,,,,22.78,,,,,,,,0
2024-07-19,Stock,华能国际(600011.XSHG),Long,25800Shares,25800Shares,8.75,225750,3612,8.61,-,0,-258,0Shares,1.63%,225772.78,99.99%
2024-07-19,,Cash,,,,,22.78,,,,,,,,0
2024-07-22,Stock,华能国际(600011.XSHG),Long,25800Shares,25800Shares,8.46,218268,-3870,8.61,-,0,-7482,0Shares,-1.74%,218290.78,99.99%
2024-07-22,,Cash,,,,,22.78,,,,,,,,0
2024-07-23,,Cash,,,,,211565.41,,,,,,,,0
2024-07-24,,Cash,,,,,211565.41,,,,,,,,0
2024-07-25,Stock,华友钴业(603799.XSHG),Long,9700Shares,0Shares,22.23,215631,5529,21.66,-,0,5529,9700Shares,2.63%,217031.38,99.35%
2024-07-25,,Cash,,,,,1400.38,,,,,,,,0
2024-07-26,Stock,华友钴业(603799.XSHG),Long,9700Shares,9700Shares,23.33,226301,16199,21.66,-,0,10670,0Shares,7.71%,227701.38,99.38%
2024-07-26,,Cash,,,,,1400.38,,,,,,,,0
2024-07-29,Stock,华友钴业(603799.XSHG),Long,9700Shares,9700Shares,22.48,218056,7954,21.66,-,0,-8245,0Shares,3.79%,219456.38,99.36%
2024-07-29,,Cash,,,,,1400.38,,,,,,,,0
2024-07-30,Stock,华友钴业(603799.XSHG),Long,9700Shares,9700Shares,22.29,216213,6111,21.66,-,0,-1843,0Shares,2.91%,217613.38,99.36%
2024-07-30,,Cash,,,,,1400.38,,,,,,,,0
2024-07-31,Stock,华友钴业(603799.XSHG),Long,9700Shares,9700Shares,23.48,227756,17654,21.66,-,0,11543,0Shares,8.4%,229156.38,99.39%
2024-07-31,,Cash,,,,,1400.38,,,,,,,,0
2024-08-01,Stock,华友钴业(603799.XSHG),Long,9700Shares,9700Shares,23.12,224264,14162,21.66,-,0,-3492,0Shares,6.74%,225664.38,99.38%
2024-08-01,,Cash,,,,,1400.38,,,,,,,,0
2024-08-02,Stock,华友钴业(603799.XSHG),Long,9700Shares,9700Shares,22.81,221257,11155,21.66,-,0,-3007,0Shares,5.31%,222657.38,99.37%
2024-08-02,,Cash,,,,,1400.38,,,,,,,,0
2024-08-05,Stock,华友钴业(603799.XSHG),Long,9700Shares,9700Shares,22.44,217668,7566,21.66,-,0,-3589,0Shares,3.6%,219068.38,99.36%
2024-08-05,,Cash,,,,,1400.38,,,,,,,,0
2024-08-06,Stock,华友钴业(603799.XSHG),Long,9700Shares,9700Shares,23.04,223488,13386,21.66,-,0,5820,0Shares,6.37%,224887.38,99.38%
2024-08-06,Stock,领益智造(002600.XSHE),Long,100Shares,0Shares,6.48,648,4,6.44,-,0,4,100Shares,0.62%,224887.38,0.29%
2024-08-06,,Cash,,,,,751.38,,,,,,,,0
2024-08-07,Stock,华友钴业(603799.XSHG),Long,9700Shares,9700Shares,22.61,219317,9215,21.66,-,0,-4171,0Shares,4.39%,220711.38,99.37%
2024-08-07,Stock,领益智造(002600.XSHE),Long,100Shares,100Shares,6.43,643,-1,6.44,-,0,-5,0Shares,-0.16%,220711.38,0.29%
2024-08-07,,Cash,,,,,751.38,,,,,,,,0
2024-08-08,Stock,华友钴业(603799.XSHG),Long,9700Shares,9700Shares,22.48,218056,7954,21.66,-,0,-1261,0Shares,3.79%,219474.38,99.35%
2024-08-08,Stock,领益智造(002600.XSHE),Long,100Shares,100Shares,6.67,667,23,6.44,-,0,24,0Shares,3.57%,219474.38,0.3%
2024-08-08,,Cash,,,,,751.38,,,,,,,,0
2024-08-09,Stock,华友钴业(603799.XSHG),Long,9700Shares,9700Shares,22.32,216504,6402,21.66,-,0,-1552,0Shares,3.05%,217923.38,99.35%
2024-08-09,Stock,领益智造(002600.XSHE),Long,100Shares,100Shares,6.68,668,24,6.44,-,0,1,0Shares,3.73%,217923.38,0.31%
2024-08-09,,Cash,,,,,751.38,,,,,,,,0
2024-08-12,Stock,华友钴业(603799.XSHG),Long,9700Shares,9700Shares,22.26,215922,5820,21.66,-,0,-582,0Shares,2.77%,217340.71,99.35%
2024-08-12,,Cash,,,,,1418.71,,,,,,,,0
2024-08-13,Stock,华友钴业(603799.XSHG),Long,9700Shares,9700Shares,22.41,217377,7275,21.66,-,0,1455,0Shares,3.46%,218795.71,99.35%
2024-08-13,,Cash,,,,,1418.71,,,,,,,,0
2024-08-14,Stock,华友钴业(603799.XSHG),Long,9700Shares,9700Shares,21.91,212527,2425,21.66,-,0,-4850,0Shares,1.15%,213945.71,99.34%
2024-08-14,,Cash,,,,,1418.71,,,,,,,,0
2024-08-15,Stock,华友钴业(603799.XSHG),Long,9700Shares,9700Shares,22.28,216116,6014,21.66,-,0,3589,0Shares,2.86%,217534.71,99.35%
2024-08-15,,Cash,,,,,1418.71,,,,,,,,0
2024-08-16,Stock,华友钴业(603799.XSHG),Long,9700Shares,9700Shares,22.14,214758,4656,21.66,-,0,-1358,0Shares,2.22%,216176.71,99.34%
2024-08-16,,Cash,,,,,1418.71,,,,,,,,0
2024-08-19,Stock,华友钴业(603799.XSHG),Long,9700Shares,9700Shares,22.25,215825,5723,21.66,-,0,1067,0Shares,2.72%,217243.71,99.35%
2024-08-19,,Cash,,,,,1418.71,,,,,,,,0
2024-08-20,Stock,华友钴业(603799.XSHG),Long,9700Shares,9700Shares,23.14,224458,14356,21.66,-,0,8633,0Shares,6.83%,225876.71,99.37%
2024-08-20,,Cash,,,,,1418.71,,,,,,,,0
2024-08-21,Stock,华友钴业(603799.XSHG),Long,9700Shares,9700Shares,22.79,221063,10961,21.66,-,0,-3395,0Shares,5.22%,222481.71,99.36%
2024-08-21,,Cash,,,,,1418.71,,,,,,,,0
2024-08-22,Stock,华友钴业(603799.XSHG),Long,9700Shares,9700Shares,21.67,210199,97,21.66,-,0,-10864,0Shares,0.05%,211617.71,99.33%
2024-08-22,,Cash,,,,,1418.71,,,,,,,,0
2024-08-23,Stock,华友钴业(603799.XSHG),Long,9700Shares,9700Shares,21.51,208647,-1455,21.66,-,0,-1552,0Shares,-0.69%,210065.71,99.32%
2024-08-23,,Cash,,,,,1418.71,,,,,,,,0
2024-08-26,Stock,华友钴业(603799.XSHG),Long,9700Shares,9700Shares,22.3,216310,6208,21.66,-,0,7663,0Shares,2.95%,217715.71,99.35%
2024-08-26,Stock,深圳能源(000027.XSHE),Long,200Shares,0Shares,5.96,1192,-8,6,-,0,-8,200Shares,-0.67%,217715.71,0.55%
2024-08-26,,Cash,,,,,213.71,,,,,,,,0
2024-08-27,Stock,华友钴业(603799.XSHG),Long,9700Shares,9700Shares,21.81,211557,1455,21.66,-,0,-4753,0Shares,0.69%,212926.55,99.36%
2024-08-27,,Cash,,,,,1369.55,,,,,,,,0
2024-08-28,Stock,华友钴业(603799.XSHG),Long,9700Shares,9700Shares,21.91,212527,2425,21.66,-,0,970,0Shares,1.15%,213896.55,99.36%
2024-08-28,,Cash,,,,,1369.55,,,,,,,,0
2024-08-29,Stock,华友钴业(603799.XSHG),Long,9700Shares,9700Shares,22.68,219996,9894,21.66,-,0,7469,0Shares,4.71%,221365.55,99.38%
2024-08-29,,Cash,,,,,1369.55,,,,,,,,0
2024-08-30,Stock,华友钴业(603799.XSHG),Long,9700Shares,9700Shares,23.13,224361,14259,21.66,-,0,4365,0Shares,6.79%,225730.55,99.39%
2024-08-30,,Cash,,,,,1369.55,,,,,,,,0
2024-09-02,Stock,华友钴业(603799.XSHG),Long,9700Shares,9700Shares,22.43,217571,7469,21.66,-,0,-6790,0Shares,3.55%,218940.55,99.37%
2024-09-02,,Cash,,,,,1369.55,,,,,,,,0
2024-09-03,Stock,华友钴业(603799.XSHG),Long,9700Shares,9700Shares,22.79,221063,10961,21.66,-,0,3492,0Shares,5.22%,222432.55,99.38%
2024-09-03,,Cash,,,,,1369.55,,,,,,,,0
2024-09-04,,Cash,,,,,223017.03,,,,,,,,0
2024-09-05,,Cash,,,,,223017.03,,,,,,,,0
2024-09-06,,Cash,,,,,223017.03,,,,,,,,0
2024-09-09,Stock,陕西煤业(601225.XSHG),Long,9900Shares,0Shares,22.23,220077,-2871,22.52,-,0,-2871,9900Shares,-1.29%,220079.15,100%
2024-09-09,,Cash,,,,,2.15,,,,,,,,0
2024-09-10,Stock,陕西煤业(601225.XSHG),Long,9900Shares,9900Shares,22.64,224136,1188,22.52,-,0,4059,0Shares,0.53%,224138.15,100%
2024-09-10,,Cash,,,,,2.15,,,,,,,,0
2024-09-11,,Cash,,,,,214651.74,,,,,,,,0
2024-09-12,,Cash,,,,,214651.74,,,,,,,,0
2024-09-13,,Cash,,,,,214651.74,,,,,,,,0
2024-09-18,,Cash,,,,,214651.74,,,,,,,,0
2024-09-19,Stock,领益智造(002600.XSHE),Long,35100Shares,0Shares,6.1,214110,0,6.1,-,0,0,35100Shares,0%,214587.51,99.78%
2024-09-19,,Cash,,,,,477.51,,,,,,,,0
2024-09-20,Stock,领益智造(002600.XSHE),Long,35100Shares,35100Shares,6.32,221832,7722,6.1,-,0,7722,0Shares,3.61%,222309.51,99.79%
2024-09-20,,Cash,,,,,477.51,,,,,,,,0
2024-09-23,Stock,领益智造(002600.XSHE),Long,35100Shares,35100Shares,6.12,214812,702,6.1,-,0,-7020,0Shares,0.33%,215289.51,99.78%
2024-09-23,,Cash,,,,,477.51,,,,,,,,0
2024-09-24,Stock,领益智造(002600.XSHE),Long,35100Shares,35100Shares,6.51,228501,14391,6.1,-,0,13689,0Shares,6.72%,228978.51,99.79%
2024-09-24,,Cash,,,,,477.51,,,,,,,,0
2024-09-25,Stock,领益智造(002600.XSHE),Long,35100Shares,35100Shares,6.4,224640,10530,6.1,-,0,-3861,0Shares,4.92%,225117.51,99.79%
2024-09-25,,Cash,,,,,477.51,,,,,,,,0
2024-09-26,Stock,领益智造(002600.XSHE),Long,35100Shares,35100Shares,6.49,227799,13689,6.1,-,0,3159,0Shares,6.39%,228276.51,99.79%
2024-09-26,,Cash,,,,,477.51,,,,,,,,0
2024-09-27,Stock,领益智造(002600.XSHE),Long,35100Shares,35100Shares,6.88,241488,27378,6.1,-,0,13689,0Shares,12.79%,241965.51,99.8%
2024-09-27,,Cash,,,,,477.51,,,,,,,,0
2024-09-30,,Cash,,,,,258477.67,,,,,,,,0
2024-10-08,,Cash,,,,,258477.67,,,,,,,,0
2024-10-09,,Cash,,,,,258477.67,,,,,,,,0
2024-10-10,,Cash,,,,,258477.67,,,,,,,,0
2024-10-11,,Cash,,,,,258477.67,,,,,,,,0
2024-10-14,,Cash,,,,,258477.67,,,,,,,,0
2024-10-15,,Cash,,,,,258477.67,,,,,,,,0
2024-10-16,,Cash,,,,,258477.67,,,,,,,,0
2024-10-17,,Cash,,,,,258477.67,,,,,,,,0
2024-10-18,,Cash,,,,,258477.67,,,,,,,,0
2024-10-21,,Cash,,,,,258477.67,,,,,,,,0
2024-10-22,,Cash,,,,,258477.67,,,,,,,,0
2024-10-23,,Cash,,,,,258477.67,,,,,,,,0
2024-10-24,,Cash,,,,,258477.67,,,,,,,,0
2024-10-25,,Cash,,,,,258477.67,,,,,,,,0
2024-10-28,,Cash,,,,,258477.67,,,,,,,,0
2024-10-29,,Cash,,,,,258477.67,,,,,,,,0
2024-10-30,,Cash,,,,,258477.67,,,,,,,,0
2024-10-31,Stock,中国铝业(601600.XSHG),Long,33700Shares,0Shares,7.63,257131,-674,7.65,-,0,-674,33700Shares,-0.26%,257726.33,99.77%
2024-10-31,,Cash,,,,,595.33,,,,,,,,0
2024-11-01,Stock,中国铝业(601600.XSHG),Long,33700Shares,33700Shares,7.94,267578,9773,7.65,-,0,10447,0Shares,3.79%,268173.33,99.78%
2024-11-01,,Cash,,,,,595.33,,,,,,,,0
2024-11-04,Stock,中国铝业(601600.XSHG),Long,33700Shares,33700Shares,7.92,266904,9099,7.65,-,0,-674,0Shares,3.53%,267499.33,99.78%
2024-11-04,,Cash,,,,,595.33,,,,,,,,0
2024-11-05,Stock,中国铝业(601600.XSHG),Long,33700Shares,33700Shares,8.09,272633,14828,7.65,-,0,5729,0Shares,5.75%,273228.33,99.78%
2024-11-05,,Cash,,,,,595.33,,,,,,,,0
2024-11-06,Stock,中国铝业(601600.XSHG),Long,33700Shares,33700Shares,8.24,277688,19883,7.65,-,0,5055,0Shares,7.71%,278283.33,99.79%
