combo_id,strategy_name,strategy_description,holding_period,selection_count,factor_long_term_low_volume,factor_rolling_pe,factor_turnover_rate,factor_oversold,cumulative_nav,annual_return,max_drawdown,return_drawdown_ratio,win_rate,return_std_dev
199,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 16 | Oversold: 42,5D,5,30,,16,42,36.53,24.86%,-51.68%,0.48,53.09%,2.01%
200,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 42,5D,5,30,,30,42,42.45,26.02%,-52.39%,0.5,53.35%,2.01%
201,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 42,5D,5,30,,30,42,32.9,24.06%,-51.59%,0.47,53.35%,2.01%
202,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 42,5D,5,30,,30,42,28.4,22.94%,-50.82%,0.45,53.29%,2.00%
203,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 20 | Oversold: 42,5D,5,30,,20,42,43.99,26.30%,-46.78%,0.56,53.42%,2.01%
204,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 21 | Oversold: 42,5D,5,30,,21,42,46.91,26.80%,-48.04%,0.56,54.03%,1.99%
205,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 22 | Oversold: 42,5D,5,30,,22,42,46.65,26.76%,-47.76%,0.56,54.16%,1.99%
206,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 42,5D,5,30,,30,42,39.51,25.47%,-52.52%,0.48,53.65%,2.00%
207,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 24 | Oversold: 42,5D,5,30,,24,42,51.06,27.47%,-48.20%,0.57,53.63%,2.00%
208,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 42,5D,5,30,,30,42,42.52,26.04%,-47.48%,0.55,53.65%,1.98%
209,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 10 | Oversold: 250,5D,5,30,,10,250,48.35,27.04%,-46.53%,0.58,53.65%,1.99%
210,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 11 | Oversold: 250,5D,5,30,,11,250,30.71,23.53%,-52.01%,0.45,53.22%,2.02%
211,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 12 | Oversold: 250,5D,5,30,,12,250,34.74,24.47%,-50.67%,0.48,53.35%,2.02%
212,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,33.25,24.14%,-51.67%,0.47,53.60%,2.02%
213,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,35.97,24.74%,-49.55%,0.5,53.60%,2.01%
214,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,25.77,22.20%,-49.10%,0.45,53.22%,2.02%
215,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 16 | Oversold: 250,5D,5,30,,16,250,25.65,22.17%,-51.91%,0.43,53.17%,2.01%
216,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 17 | Oversold: 250,5D,5,30,,17,250,32.46,23.95%,-50.08%,0.48,52.91%,2.02%
217,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,27.61,22.72%,-49.43%,0.46,53.09%,2.00%
218,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,27.43,22.67%,-53.64%,0.42,52.86%,2.00%
219,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 20 | Oversold: 250,5D,5,30,,20,250,27.79,22.77%,-51.58%,0.44,52.86%,2.00%
220,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 21 | Oversold: 250,5D,5,30,,21,250,44.38,26.37%,-53.28%,0.49,53.55%,2.00%
221,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 22 | Oversold: 250,5D,5,30,,22,250,39.39,25.44%,-54.53%,0.47,53.52%,1.99%
222,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,33.24,24.14%,-52.40%,0.46,53.09%,2.00%
223,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 24 | Oversold: 250,5D,5,30,,24,250,38.95,25.36%,-52.60%,0.48,53.42%,1.99%
224,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,42.57,26.05%,-48.96%,0.53,53.85%,1.99%
225,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 10 | Oversold: 250,5D,5,30,,10,250,30.42,23.46%,-50.26%,0.47,53.40%,1.99%
226,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 11 | Oversold: 250,5D,5,30,,11,250,25.69,22.18%,-52.26%,0.42,53.14%,2.03%
227,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 12 | Oversold: 250,5D,5,30,,12,250,27.86,22.79%,-48.53%,0.47,53.09%,2.02%
228,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,28.53,22.97%,-49.31%,0.47,53.52%,2.02%
229,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,27.42,22.67%,-49.09%,0.46,53.80%,2.03%
230,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,23.02,21.35%,-49.80%,0.43,53.45%,2.03%
231,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 16 | Oversold: 250,5D,5,30,,16,250,22.88,21.31%,-52.45%,0.41,53.22%,2.02%
232,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,24.36,21.78%,-51.75%,0.42,53.35%,2.02%
233,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,17.65,19.38%,-52.46%,0.37,52.81%,2.00%
234,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,21.18,20.73%,-52.04%,0.4,53.04%,2.00%
235,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 20 | Oversold: 250,5D,5,30,,20,250,16.61,18.93%,-50.00%,0.38,52.63%,2.00%
236,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 21 | Oversold: 250,5D,5,30,,21,250,29.01,23.10%,-54.04%,0.43,53.07%,1.99%
237,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 22 | Oversold: 250,5D,5,30,,22,250,26.63,22.45%,-53.78%,0.42,53.09%,1.99%
238,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,29.26,23.16%,-53.17%,0.44,53.47%,1.99%
239,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 24 | Oversold: 250,5D,5,30,,24,250,22.33,21.13%,-54.90%,0.38,53.40%,1.98%
240,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,35.14,24.56%,-51.50%,0.48,53.73%,1.98%
241,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 10 | Oversold: 250,5D,5,30,,10,250,30.29,23.43%,-51.69%,0.45,53.73%,1.99%
242,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 11 | Oversold: 250,5D,5,30,,11,250,20.26,20.40%,-50.48%,0.4,52.79%,2.02%
243,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 12 | Oversold: 250,5D,5,30,,12,250,24.31,21.76%,-49.25%,0.44,52.63%,2.02%
244,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,26.26,22.34%,-48.27%,0.46,53.60%,2.02%
245,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,26.01,22.27%,-47.91%,0.46,53.96%,2.01%
246,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,22.47,21.17%,-47.06%,0.45,53.78%,2.01%
247,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 16 | Oversold: 250,5D,5,30,,16,250,24.09,21.70%,-49.48%,0.44,53.37%,2.00%
248,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,16.98,19.10%,-51.23%,0.37,53.24%,2.00%
249,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,22.3,21.11%,-51.13%,0.41,53.09%,1.98%
250,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,22.3,21.11%,-51.13%,0.41,53.09%,1.98%
251,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 20 | Oversold: 250,5D,5,30,,20,250,20.62,20.53%,-53.22%,0.39,52.81%,2.00%
252,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 21 | Oversold: 250,5D,5,30,,21,250,28.24,22.89%,-53.60%,0.43,53.35%,1.99%
253,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 22 | Oversold: 250,5D,5,30,,22,250,23.0,21.35%,-55.16%,0.39,52.96%,1.97%
254,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,23.71,21.57%,-55.59%,0.39,53.22%,1.98%
255,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 24 | Oversold: 250,5D,5,30,,24,250,24.61,21.86%,-54.77%,0.4,53.47%,1.98%
256,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,28.54,22.97%,-50.71%,0.45,53.27%,1.99%
257,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 10 | Oversold: 250,5D,5,30,,10,250,26.69,22.47%,-51.59%,0.44,53.47%,1.99%
258,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 11 | Oversold: 250,5D,5,30,,11,250,18.32,19.66%,-49.23%,0.4,52.99%,2.01%
259,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 12 | Oversold: 250,5D,5,30,,12,250,15.98,18.65%,-48.66%,0.38,52.68%,2.00%
260,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,23.05,21.36%,-48.15%,0.44,53.42%,2.00%
261,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,25.48,22.12%,-48.39%,0.46,53.93%,2.01%
262,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,27.79,22.77%,-48.96%,0.47,53.32%,2.01%
263,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 16 | Oversold: 250,5D,5,30,,16,250,24.03,21.67%,-51.30%,0.42,53.42%,2.00%
264,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 17 | Oversold: 46,5D,5,30,,17,46,17.92,19.49%,-51.54%,0.38,53.35%,2.00%
265,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,20.33,20.43%,-51.04%,0.4,53.04%,1.99%
266,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,24.21,21.73%,-51.82%,0.42,52.94%,2.00%
267,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 20 | Oversold: 250,5D,5,30,,20,250,25.73,22.19%,-54.80%,0.4,53.09%,2.00%
268,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 21 | Oversold: 250,5D,5,30,,21,250,25.73,22.19%,-54.80%,0.4,53.09%,2.00%
269,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 22 | Oversold: 250,5D,5,30,,22,250,32.83,24.04%,-54.77%,0.44,53.29%,1.99%
270,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,30.48,23.47%,-52.94%,0.44,53.63%,1.99%
271,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 24 | Oversold: 250,5D,5,30,,24,250,30.48,23.47%,-52.94%,0.44,53.63%,1.99%
272,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,33.71,24.24%,-50.65%,0.48,53.60%,1.99%
273,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 10 | Oversold: 250,5D,5,30,,10,250,28.59,22.99%,-53.79%,0.43,53.45%,1.99%
274,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 11 | Oversold: 250,5D,5,30,,11,250,16.91,19.07%,-50.38%,0.38,53.07%,2.00%
275,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 12 | Oversold: 250,5D,5,30,,12,250,17.26,19.22%,-50.15%,0.38,53.01%,2.00%
276,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,13.85,17.61%,-50.16%,0.35,53.14%,2.00%
277,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,21.1,20.70%,-48.72%,0.42,53.63%,2.00%
278,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,17.74,19.42%,-52.70%,0.37,53.17%,2.01%
279,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 16 | Oversold: 250,5D,5,30,,16,250,20.12,20.35%,-53.05%,0.38,53.12%,2.00%
280,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,17.62,19.37%,-50.87%,0.38,53.07%,2.00%
281,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,14.79,18.09%,-51.33%,0.35,52.89%,1.99%
282,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,14.53,17.96%,-53.12%,0.34,52.76%,2.00%
283,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 20 | Oversold: 250,5D,5,30,,20,250,18.79,19.84%,-54.26%,0.37,53.22%,2.00%
284,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 21 | Oversold: 250,5D,5,30,,21,250,30.97,23.60%,-53.50%,0.44,53.83%,1.99%
285,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 22 | Oversold: 250,5D,5,30,,22,250,32.78,24.03%,-55.89%,0.43,54.03%,1.98%
286,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,32.78,24.03%,-55.89%,0.43,54.03%,1.98%
287,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 24 | Oversold: 250,5D,5,30,,24,250,30.84,23.56%,-54.61%,0.43,54.13%,1.99%
288,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,27.55,22.71%,-52.90%,0.43,53.75%,1.97%
289,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 10 | Oversold: 48,5D,5,30,,10,48,24.39,21.79%,-55.29%,0.39,53.83%,1.99%
290,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 11 | Oversold: 48,5D,5,30,,11,48,16.98,19.10%,-52.89%,0.36,52.63%,2.01%
291,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 12 | Oversold: 48,5D,5,30,,12,48,20.03,20.32%,-50.53%,0.4,52.56%,2.00%
292,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 48,5D,5,30,,30,48,23.89,21.63%,-49.84%,0.43,53.22%,2.00%
293,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 48,5D,5,30,,30,48,19.92,20.28%,-49.46%,0.41,53.07%,2.00%
294,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 48,5D,5,30,,30,48,16.15,18.73%,-53.22%,0.35,52.73%,2.00%
295,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 16 | Oversold: 48,5D,5,30,,16,48,17.8,19.44%,-54.59%,0.36,52.86%,1.99%
296,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 48,5D,5,30,,30,48,17.39,19.27%,-52.66%,0.37,52.61%,2.00%
297,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 48,5D,5,30,,30,48,16.67,18.96%,-52.06%,0.36,52.51%,1.99%
