"Date","AssetType","Security","Side","Quantity","AvailableQuantity","CloseOrSettlementPrice","MarketValue","UnrealizedPnL","AverageOpenPrice","AverageHoldingPriceFutures","Margin","DailyPnL","TodayQuantity","PnLRatio","PositionRatio"
"2011-05-09","Equity","601899.XSHG","Long","7900 shares","0 shares","7.32","57828","158","7.3","-","0","158","7900 shares","0.27%","117693.53"
"2011-05-09","","Cash","","","","","525.53","","","","","","","","0"
"2011-05-10","Equity","002049.XSHE","Long","1400 shares","1400 shares","22.46","31444","2870","20.41","-","0","42","0 shares","10.04%","118209.53"
"2011-05-10","Equity","300059.XSHE","Long","700 shares","700 shares","38.92","27244","1414","36.9","-","0","238","0 shares","5.47%","118209.53"
"2011-05-10","Equity","601919.XSHG","Long","100 shares","100 shares","9.31","931","-9","9.4","-","0","-1","0 shares","-0.96%","118209.53"
"2011-05-10","Equity","601899.XSHG","Long","7900 shares","7900 shares","7.35","58065","395","7.3","-","0","237","0 shares","0.68%","118209.53"
"2011-05-10","","Cash","","","","","525.53","","","","","","","","0"
"2011-05-11","Equity","002049.XSHE","Long","1400 shares","1400 shares","22.02","30828","2254","20.41","-","0","-616","0 shares","7.89%","117342.53"
"2011-05-11","Equity","300059.XSHE","Long","700 shares","700 shares","39.02","27314","1484","36.9","-","0","70","0 shares","5.75%","117342.53"
"2011-05-11","Equity","601919.XSHG","Long","100 shares","100 shares","9.26","926","-14","9.4","-","0","-5","0 shares","-1.49%","117342.53"
"2011-05-11","Equity","601899.XSHG","Long","7900 shares","7900 shares","7.31","57749","79","7.3","-","0","-316","0 shares","0.14%","117342.53"
"2011-05-11","","Cash","","","","","525.53","","","","","","","","0"
"2011-05-12","Equity","002049.XSHE","Long","1400 shares","1400 shares","21.89","30646","2072","20.41","-","0","-182","0 shares","7.25%","114583.62"
"2011-05-12","Equity","300059.XSHE","Long","700 shares","700 shares","37.4","26180","350","36.9","-","0","-1134","0 shares","1.36%","114583.62"
"2011-05-12","Equity","601899.XSHG","Long","7900 shares","7900 shares","7.13","56327","-1343","7.3","-","0","-1422","0 shares","-2.33%","114583.62"
"2011-05-12","","Cash","","","","","1430.62","","","","","","","","0"
"2011-05-13","Equity","002049.XSHE","Long","1400 shares","1400 shares","21.7","30380","1806","20.41","-","0","-266","0 shares","6.32%","115410.62"
"2011-05-13","Equity","300059.XSHE","Long","700 shares","700 shares","37.72","26404","574","36.9","-","0","224","0 shares","2.22%","115410.62"
"2011-05-13","Equity","601899.XSHG","Long","7900 shares","7900 shares","7.24","57196","-474","7.3","-","0","869","0 shares","-0.82%","115410.62"
"2011-05-13","","Cash","","","","","1430.62","","","","","","","","0"
"2011-05-16","Equity","002049.XSHE","Long","1400 shares","1400 shares","22.4","31360","2786","20.41","-","0","980","0 shares","9.75%","115721.62"
"2011-05-16","Equity","300059.XSHE","Long","700 shares","700 shares","37.78","26446","616","36.9","-","0","42","0 shares","2.38%","115721.62"
"2011-05-16","Equity","601899.XSHG","Long","7900 shares","7900 shares","7.15","56485","-1185","7.3","-","0","-711","0 shares","-2.05%","115721.62"
"2011-05-16","","Cash","","","","","1430.62","","","","","","","","0"
"2011-05-17","Equity","002049.XSHE","Long","1400 shares","1400 shares","21.82","30548","1974","20.41","-","0","-812","0 shares","6.91%","115349.24"
"2011-05-17","Equity","601899.XSHG","Long","7900 shares","7900 shares","7.21","56959","-711","7.3","-","0","474","0 shares","-1.23%","115349.24"
"2011-05-17","","Cash","","","","","27842.24","","","","","","","","0"
"2011-05-18","Equity","002049.XSHE","Long","1400 shares","1400 shares","22.3","31220","2646","20.41","-","0","672","0 shares","9.26%","115863.24"
"2011-05-18","Equity","601899.XSHG","Long","7900 shares","7900 shares","7.19","56801","-869","7.3","-","0","-158","0 shares","-1.51%","115863.24"
"2011-05-18","","Cash","","","","","27842.24","","","","","","","","0"
"2011-05-19","Equity","002049.XSHE","Long","1400 shares","1400 shares","22.03","30842","2268","20.41","-","0","-378","0 shares","7.94%","115248.24"
"2011-05-19","Equity","601899.XSHG","Long","7900 shares","7900 shares","7.16","56564","-1106","7.3","-","0","-237","0 shares","-1.92%","115248.24"
"2011-05-19","","Cash","","","","","27842.24","","","","","","","","0"
